"","Lessives.LVLb","Deodorants.ICOS1","EauDeToilette.ICOS2","ProdSoinCheveux.ICOS3","ProdSoinVisage.ICOS4","VernisOngleDissolv.ICOS5","NbPieceAvecProduitsChim.NQ142","NettoyantDeSurface.QPE1b","AutreNettoyants.QPE2b","DesodoAreosolVaporisateur.QPD1b","DesodoAutreEnsens.QPD2b","InsecticideAerosol.QPP1b","InsecticidePoudreBlocGel.QPP2b","NettoySolAspiration.QME1b","NettoySolBalaiSerp.QME2b","NettoyAutreQueSol.QME3b","CuissonFourTraditionnel.CUI1b","CuissonALeau.CUI2b","CuissonALaVapeur.CUI3b","CuissonParFriture.CUI4b","CuissonParGrillade.CUI5b","VoitureDansGarage.DGG3n","Fumeurs.FUMEURn","SechageLingeDansLogement.LVSBn","UtiliseSecheLinge.LVS4n","NettASecVetements.QNS1","PersExtPourMenage.AMN1n","TapisDescenteLitNeuf.QTA1n","NettASecTapisTissusmeuble.QTARIn","Plantes.QPV","Chiens.ANI21n","Chats.ANI22n","TraitementParasitesAnimaux.ANTCPn","HamsterCochonLapin.ANI25n","InsecticideBlatteFourmie.ULn","SortirOrduresExterieur.QOM1","OrduresDansPiece.QOM2n","EndroitStockageOrdures.QOM4","Bricolage.TMG6n","Jardinage.TMG7n","ProtMatelSimple.LIMHO0","ProtMatelImperm.LIMHO13","ProtMatelAntiAcariens.LIMHO23","ProtMatel.LIMHO4","NPVe1","HPRF","HSRF","MATER2","NIACe1","NSQ41e1","NSQ31e1","TMM1e1","TMM2e1","TMM3e1","TMMB1e1","TMMB2e1","TMMB3e1","TRM0e1","TRM1e1","TRM2e1","TRM3e1","TRM4e1","TRM5e1","TRM7e1","TRP0e1","TRP1e1","TRP2e1","TRP3e1","TRP5e1","TRS1e1","TRS2e1","TRS3e1","TRS4e1","TRS5e1","TRS6e1","TRS8e1","ACTP1","CHEM1","DBRI","DCA3e1","DGG2be1","FC316","FC812","FC9be11","FC9be12347","FC9be156","HCU11","HCU31","HCU323","HCU34","HPLBO","KCC1be1089","KCC1be11","KCC1be1234","KCC1be1567","KCC1be1555","KCC267","KCC34","KCC5","KEIU1","KEIU2","KVNT2e111","KVNT2e13","KVNT2e14","MATER017","MATER02","MATER03","MATER04","MATER056","REAB1","REAB23","REAB4","Age","Revenus","Nb_Person","Nb_Enfants_inf_10","Nb_Enfants_sup_10","Sexe","Diplome_Max","Type_Prof","Occupation","Source_ppale_Res","Structure_menage","cluster.ind","Formldéhyde"
"1259",3.5,10.5,7,0,7,0,1,1,1,3.5,1,0,0,1,1,3.5,0,1,0,0,0,"1","2","2","5","3","2","1","1","2","1","2","2","1","1","2","2","3","1","1","2","2","1","1",5,270,87,1,1989,1,1,1,0,0,0,0.5,0,0,0.86,0,0.25,0,0.25,0,0,0,0,1,0,0.67,0,0.4,0,0,0,0,1,"1","2","3","1","2","2","1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1",52,1799,2,0,0,"2","4","6","1","1","2",4,15.25
"1260",7,0,10.5,9,14,1.5,1,1,1,0,0,0,0,3.5,3.5,0,3.5,3.5,0,0,0,"4","4","2","4","1","2","1","2","2","1","1","3","2","1","2","2","3","4","1","2","2","1","1",6,280,150,2,1914,1,0,0.67,0.5,0,0,0,0.67,0,0.8,0,0,0,0,0,0.5,0,0,0.5,0,0,1,0,0.2,0,0,0,1,"1","2","1","3","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","2","1","1","1",57,817,4,0,2,"2","5","3","4","3","3",1,15.04
"1261",3.5,3.5,8,0,0.5,0,0,1,1,1,0,0,0,3.5,1,0,1,3.5,0,0,3.5,"3","1","2","5","3","1","1","2","1","2","2","1","1","1","1","2","1","2","2","2","2","1","1",5,250,140,1,1974,0,0,0.86,0.17,0,0,0,1,0,0.71,0,0,0,0.4,0,0,0,0,1,0,0.67,0,0.43,0,0,0,0,1,"1","1","3","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","1","2","1",60,1799,2,0,0,"2","4","4","4","3","1",1,27.73
"1262",1.5,14,17.5,0,0,0.5,1,1,1,7,14,0,0,3.5,1,0,3.5,7,0,0,0,"4","1","1","5","3","1","1","2","2","1","1","3","1","2","2","1","2","1","5","2","2","1","2",3,300,90,2,1989,0,0,0.8,0.14,0.07,0.2,0,1,0,0.5,0,0,0,0.2,0,0,0,0,1,0,0,0,0.33,0.5,0,0,0,1,"1","3","3","3","1","2","1","1","1","2","1","2","1","2","1","1","2","1","1","1","1","2","2","1","2","1","1","1","2","1","1","1","1","1","1",75,1799,2,0,0,"1","1","3","4","3","3",1,21.67
"1263",1.5,0,7,0,7,0,0,1,0,0,14,0,0,1,1,0,1,3.5,0,0,3.5,"4","1","2","5","3","2","1","2","4","1","1","3","2","2","2","2","3","2","3","1","1","1","1",3,250,73,1,1961,0,0,1,0,0,0,0,1,0.67,0,0,0,0,0.75,0,0,0,0,1,0,0.5,0,0,0,0,0,0,1,"1","1","3","3","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1",57,1299,1,0,0,"1","4","6","4","3","1",2,41.6
"1264",3.5,0,10.5,0,7,0,1,1,3.5,1,14,0,0,3.5,1,0,3.5,3.5,0,0,3.5,"4","1","2","4","3","1","1","1","2","1","1","3","1","1","1","2","3","4","5","2","2","1","1",5,250,100,2,1914,0,1,0.7,0.3,0,0,0.2,0.8,0,0.5,0,0,0,0,0,0,0,0,1,0,0.6,0,0.25,0,0,0,0,1,"2","1","3","2","1","2","1","1","2","1","1","2","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","1","2","1","1","1","2","1","2",77,2349,1,0,0,"1","6","5","4","3","1",1,14.14
"1265",1.5,3.5,10.5,1,7,0.5,0,1,0,0,0,3.5,0,1,7,0,0,3.5,0,0,1,"4","1","2","5","3","1","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","1","2",2,250,100,1,1871,1,0,1,0,0,0.2,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6,0,0,0,1,"1","1","3","3","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","2","1",53,1799,6,0,2,"2","4","6","1","1","3",4,12.25
"1266",7,1,10.5,0,7,0,0,0,1,0,14,0,0,1,1,0,3.5,3.5,3.5,0,0,"4","3","2","5","3","1","1","2","3","1","1","3","1","1","2","2","2","1","1","1","1","1","1",6,250,90,2,1914,0,0,1,0,0,0,0,1,0,0.67,0,0,0,0.86,0,0,0,0,1,0,0,0,0.4,0.75,0,0,0,1,"1","1","3","3","2","2","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","1",31,4249,5,1,1,"2","1","5","1","1","3",4,16.65
"1267",3.5,0,14,1,0,0,0,3.5,0,0,7,0,14,0,3.5,1,3.5,3.5,0,1,0,"1","1","2","4","1","1","2","1","4","2","1","1","1","2","2","1","3","4","4","1","1","1","2",5,300,122,2,1871,1,0,1,0,0,1,0.25,0.17,0,0.82,0,0.17,0,0,0,0,0,0,1,0,0,0,0.5,0.75,0,0,0,1,"1","1","3","1","2","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","2","1","1","2","1",60,1799,2,0,0,"2","4","5","4","3","3",1,2.61
"1268",3.5,14,14,0,3.5,0.5,0,3.5,1,0,7,0,0,1,3.5,1,3.5,3.5,0,0,0,"1","2","2","4","3","1","1","1","1","1","1","3","1","1","1","2","3","4","5","1","1","1","1",4,270,100,2,1914,1,2,0,0,1,0,0,1,0,0.6,0,0,0,0,0,0.33,0,0,0.33,0,0,0.4,0.25,0.5,0,0,0,1,"2","1","3","1","2","2","1","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","1",63,1799,2,0,0,"2","6","4","6","1","3",1,1.27
"1269",7,3.5,14,4.5,0,8.5,0,3.5,3.5,0,0,0,0,0,7,1,3.5,7,1,1,3.5,"4","2","1","5","3","1","1","1","3","1","1","3","1","2","1","2","3","1","2","1","1","1","1",8,300,90,1,1914,0,0,1,0,0,0,0,1,0,0,0,0,0,0.86,0.33,0.29,0,0,0.75,0.2,0,0,1,0,0.5,0,0,1,"2","2","3","3","2","2","1","1","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","1","1","1","2","1","2",67,1799,2,0,0,"2","5","4","4","3","3",1,9.63
"1270",1.5,28,0,0,0,0,1,7,0,7,0,0,0,1,3.5,1,3.5,3.5,0,0,0,"4","4","1","5","3","1","1","1","1","1","1","3","1","1","2","2","4","1","1","1","1","1","1",4,300,140,1,1914,0,1,0.88,0.17,0,0,0,1,0,0.25,0,0,0,0.6,0.5,0,0,0,1,0.4,0,0.67,0.29,0,0,0,0,2,"2","3","2","2","1","2","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","1",62,2899,1,0,0,"2","5","3","4","3","1",2,33.1
"1271",1.5,0,0,7,7,0.5,0,0,0,1,3.5,0,0,0,3.5,0,1,1,0,0,3.5,"4","3","1","5","2","1","1","1","2","1","1","3","1","1","2","2","3","1","5","2","2","1","1",5,250,80,1,1948,0,0,0.75,0,0.25,0,0,1,0,0.44,0,0,0,0,0.17,0,0,0,1,0.38,0,0,0.33,0.5,0,0,0,1,"1","2","2","2","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","2","1","1","2","1","1","1","2","1",59,1299,2,0,0,"1","4","5","5","5","2",2,7.81
"1272",1.5,14,0.5,0,7,0,1,3.5,0,7,0,0,0,3.5,1,0,1,3.5,0,0,0,"4","1","2","5","3","1","1","1","2","1","1","3","1","1","2","2","3","3","3","1","1","1","1",8,260,170,3,1989,1,0,0.75,0,0.25,0,0,0.5,0,0.45,0,0.17,0,0.5,0,0.25,0,0,0.86,0,0,0.4,0.5,0,0,0,0,1,"1","3","1","3","2","2","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","1","1","1","1","1","2","1","1","1",50,4249,3,0,0,"1","9","3","2","1","3",4,15.32
"1273",1.5,14,14,7,7,3.5,1,3.5,0,7,14,0,0,3.5,3.5,3.5,1,7,7,1,0,"3","2","2","5","2","1","1","2","1","1","1","3","1","1","2","2","1","4","1","1","1","1","1",6,225,95,3,1914,0,1,1,0,0,0,0.14,0.2,0,0,0,0,0,1,0.17,0.14,0,0,0.25,0.17,0,0,0.5,0,0.33,0,0,1,"2","3","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","2","1",38,4249,4,2,0,"2","4","4","1","1","3",1,11.03
"1274",3.5,0,3.5,14,10.5,0,1,7,7,0,14,0,0,0,1,1,3.5,3.5,0,0,3.5,"3","1","2","5","2","1","2","1","2","1","1","3","2","1","2","2","2","2","1","2","2","1","2",5,280,65,3,1948,0,0,0.88,0,0.13,0,0,1,0,0.75,0,0.17,0,0.17,0.25,0,0,0,0.33,0.17,0,1,0,0,0,0,0,2,"1","3","2","1","2","1","1","1","2","2","1","1","2","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1",73,1799,1,0,1,"2","6","6","4","3","1",3,14.07
"1275",1.5,0,7,4,7,7,1,3.5,3.5,7,14,0,0,3.5,7,0,0,0,0,0,3.5,"4","3","2","5","2","2","1","1","2","1","1","3","1","1","1","1","3","1","2","1","1","1","1",1,250,38,2,1981,1,0,0.75,0.25,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.83,0,0,0,0.4,0,0,0,0,1,"1","2","2","2","2","2","1","1","1","2","1","1","2","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","2","1","1","2","1","2",89,4249,1,0,0,"2","8","4","4","3","1",2,30.2
"1276",7,14,21,0,7,7,2,7,0,0,0,0,3.5,1,1,7,3.5,7,0,1,0,"3","1","2","5","3","2","1","1","2","2","1","1","1","1","1","2","3","1","2","1","1","1","1",5,240,70,1,1961,1,1,0,1,0,0,0,1,0,0.82,0,0,0,0,0,0,0,0,0.89,0,0,0,1,0,0.5,0,0,2,"2","1","3","1","2","2","1","1","1","1","1","2","1","1","1","2","1","1","1","1","2","2","2","2","2","1","1","1","2","1","1","1","2","1","2",27,4249,2,0,1,"2","4","6","1","1","3",3,36.63
"1277",7,0,7,7.5,10.5,3.5,0,1,3.5,0,14,0,0,0,3.5,1,3.5,3.5,3.5,0,1,"1","4","2","3","3","1","1","1","2","1","1","3","1","1","3","2","1","1","5","1","1","1","1",5,210,420,1,1995,1,2,0,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0.4,0,0,0.33,0,0,0,0,1,"2","1","2","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1",77,6449,2,0,0,"1","4","6","4","3","2",1,13.78
"1278",3.5,7,14,3.5,1.5,1,0,3.5,7,3.5,1,0,0,3.5,3.5,1,3.5,3.5,0,0,3.5,"1","1","2","5","3","1","1","1","2","2","2","2","1","1","2","2","3","1","1","1","1","1","1",6,250,280,2,1871,1,1,0.75,0.33,0,0.2,0,0.6,0,0.67,0,0,0,0,0,0,0.75,0,0.25,0,0,0.4,0.5,0,0.17,0,0,1,"1","2","3","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1",43,1299,1,0,0,"1","5","6","2","4","1",4,22.16
"1279",3.5,7,14,0,0,1,0,3.5,0,3.5,14,0,0,3.5,3.5,1,3.5,3.5,0,1,0,"4","3","2","5","3","1","1","1","3","1","2","1","1","1","2","2","2","5","3","1","1","1","1",6,250,115,1,1981,0,1,0.79,0.13,0.07,0.25,0,1,0,0.57,0,0,0,0.17,0,0.33,0,0,0.6,0,0,0,1,0,0,0,0,2,"2","2","3","3","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1",41,4249,2,0,0,"2","7","6","1","1","3",4,46.69
"1280",3.5,14,1,0.5,10.5,7,1,1,0,1,0,0,0,3.5,7,0,3.5,3.5,0,3.5,0,"4","4","1","5","3","1","1","1","3","1","1","3","1","1","2","2","1","1","1","1","2","1","1",5,250,91,1,1871,1,0,1,0,0,0,0.25,0.75,0,0.4,0,0,0,0.25,0,0.14,0,0,1,0,0,0.17,0.5,0,0,0,0,1,"1","3","3","3","1","2","1","2","1","1","1","2","1","1","1","1","2","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1",34,4249,2,0,0,"2","4","6","1","1","3",4,16.65
"1281",1.5,0,7,7,4.5,0,2,1,3.5,0,14,0,3.5,3.5,3.5,0,0,3.5,0,1,3.5,"4","1","2","5","3","2","1","2","2","1","1","3","1","1","1","1","3","1","1","1","1","1","2",4,280,77,2,1914,0,1,1,0,0,0,0,1,0,0.4,0,0.33,0,0.86,0,0,0,0,0.8,0,0,0,0.25,0.67,0,0,0,1,"2","2","3","3","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","1","1","1","1",77,2349,1,0,0,"1","6","4","4","3","1",4,12.02
"1282",3.5,7,14,1,7,0,1,7,3.5,7,7,3.5,14,1,7,1,3.5,7,0,0,0,"1","1","2","3","3","1","1","2","2","1","1","3","1","1","1","2","3","4","5","2","2","1","1",5,250,95,1,1989,2,1,0.67,0,0.33,0,0.5,1,0,0,0,0,0,0,0,1,0.6,0,0.17,0,0,0,0.57,0.25,0.6,0,0,1,"2","1","3","1","2","2","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1",55,2349,2,0,0,"2","1","2","1","2","3",1,29.69
"1283",1.5,7,7,1,1.5,3.5,1,3.5,3.5,0,1,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0,"1","3","2","5","3","2","1","1","2","1","1","3","1","1","2","2","3","1","3","1","1","1","1",6,260,91,2,1961,1,1,0.86,0,0.14,0.2,0,0.2,0,0.2,0,0.17,0,0.83,0,0,0,0,1,0,0,0,0.33,0,0,0,0,1,"2","3","3","1","2","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","2","1","1","1","1","1","2","1","2","1",25,2349,2,0,0,"1","4","4","2","1","2",4,33.21
"1284",7,3.5,14,10.5,7.5,3.5,1,3.5,1,7,1,1,0,3.5,3.5,0,0,3.5,0,0,3.5,"1","3","1","5","3","2","1","1","1","1","1","3","2","2","2","2","1","1","1","1","1","1","2",5,250,90,1,1989,0,0,0.86,0.2,0,0,0.5,0.5,0,0.5,0,0.14,0,0.4,0,0,0,0,1,0,0,0,0.4,0.33,0.33,0,0,1,"2","2","3","1","2","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","2","1","2","1","2",41,1799,5,0,1,"1","4","6","1","1","3",1,10.17
"1285",1.5,14,10.5,7.5,7,1,1,3.5,1,7,14,0,14,3.5,3.5,7,3.5,1,3.5,0,1,"4","2","2","2","3","2","1","1","2","2","2","2","1","1","2","2","1","5","1","1","1","1","1",4,255,180,1,1981,0,0,1,0,0,0,0.33,1,0,0.67,0,0,0,0.14,0,0.2,0,0,0,0,0,0,0.4,0,0,0,0,2,"2","1","1","2","1","2","1","1","1","2","1","2","1","1","2","2","1","1","1","1","2","1","1","2","1","1","1","1","1","1","2","1","2","1","2",67,2349,2,0,0,"2","4","5","4","3","3",3,28.55
"1286",7,14,10.5,0,0,0,1,1,0,3.5,14,0,0,3.5,1,1,3.5,3.5,0,3.5,0,"4","1","1","5","3","2","1","1","2","1","1","3","1","1","2","1","3","1","1","1","1","1","2",3,230,150,1,1989,0,0,0.5,0,0.5,0,0,1,0,0.83,0,0,0,0.17,0,0,0,0,0.86,0,0.43,0,0.43,0,0.33,0,0,1,"1","2","2","2","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1",65,1299,1,0,0,"2","4","3","4","3","1",4,21.11
"1287",7,10.5,3.5,14,35,0,1,3.5,3.5,0,7,0,0,0,3.5,0,3.5,3.5,3.5,3.5,3.5,"1","1","2","4","3","1","1","1","3","2","2","2","1","1","1","2","1","5","2","1","1","1","1",6,350,90,1,1948,1,1,1,0,0,0,0,1,0,0.8,0,0,0,0,0,0,0,0,0.33,0,0,0,0.45,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","2","1","2",45,2899,6,0,3,"2","2","3","1","1","3",1,16.98
"1288",3.5,7,3.5,10.5,21,0.5,0,0,0,0,0,0,0,7,3.5,3.5,3.5,3.5,1,0,0,"4","1","2","5","3","1","1","1","3","1","2","2","1","1","2","2","3","1","1","1","1","1","1",3,250,54,1,2002,0,0,1,0,0,0,0.5,0.67,0,0.2,0,0,0,0.5,0,0,0,0,1,0,0,0,0.25,0.17,0.67,0,0,2,"1","2","2","3","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","1","1","1","2","1","1","1","1","1","1",44,1799,2,0,1,"2","9","3","3","1","3",4,35.6
"1289",7,0,0,0,21.5,0,1,3.5,3.5,0,7,0,0,1,3.5,0,1,3.5,1,0,0,"3","4","2","5","3","1","1","1","3","1","1","3","1","1","2","2","2","1","5","1","1","1","2",4,250,180,1,1914,0,0,0.88,0,0.11,1,0.33,0.5,0,1,0,0.17,0,0,0,0,0,0,1,0.14,0,0,1,0.4,0,0,0,1,"1","3","3","1","2","2","1","1","1","2","2","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","2","1",40,817,1,0,0,"1","8","4","1","1","1",4,21.68
"1290",7,24.5,14,0,7,2,1,3.5,3.5,1,0,3.5,1,1,7,3.5,7,3.5,0,0,1,"4","1","1","1","3","2","1","1","2","1","1","3","2","2","1","2","3","3","2","2","2","1","2",6,250,120,1,1914,1,0,0.81,0,0.2,0,0.5,0.4,0.11,0.5,0,0,0,0.2,0,0,0,0,0.8,0,0,1,0,0,0,0,0,1,"1","1","3","3","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","2","1","2",73,4249,4,0,2,"2","9","4","4","3","3",3,38.07
"1291",1.5,0,10.5,1,10.5,0.5,0,3.5,7,0,1,0,0,3.5,3.5,1,1,3.5,1,0,0,"1","4","2","5","3","1","1","1","3","1","1","3","1","1","2","2","3","5","1","1","1","1","1",4,240,150,2,1981,1,1,0.6,0.33,0.08,0,0,0,0.2,0.75,0,0,0.17,0,0,0.25,1,0,0,0,0,0,0.17,0.75,0,0,0,1,"2","1","3","1","2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","2","1","1","1","1",36,2899,2,0,0,"2","4","4","1","2","3",4,8.78
"1292",3.5,0,3.5,3.5,7.5,0,0,1,0,3.5,0,0,0,1,1,1,3.5,3.5,3.5,3.5,0,"4","3","2","5","1","1","1","1","4","1","1","3","1","1","1","2","3","1","5","1","1","1","1",6,260,160,2,1871,0,0,0,1,0,0.63,0,0.5,0.14,0.67,0,0,0,0.11,0,0,0,0,0.75,0,0,0,1,0.5,0,0,0,1,"2","2","3","3","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","1",54,1799,2,0,0,"1","4","6","2","1","2",1,7.95
"1293",7,7,3.5,7,21,1,0,3.5,0,3.5,14,0,0,0,3.5,1,3.5,3.5,0,1,0,"1","2","1","5","3","1","1","1","2","1","1","3","1","1","2","1","3","3","4","2","2","1","1",4,250,120,1,1974,0,0,1,0,0,0,0,0.5,0,0.67,0,0,0,0.33,0,0,0,0,0.86,0,0,1,0,0,0,0,0,1,"1","1","1","1","2","1","2","1","2","2","2","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1",54,4249,2,0,0,"2","3","4","4","3","3",1,21.48
"1294",1.5,7,7,1,0.5,0.5,1,1,0,0,0,0,0,3.5,3.5,1,1,7,0,0,0,"4","1","1","5","2","2","1","1","1","1","2","2","1","1","1","2","3","1","1","1","2","1","1",4,300,86,2,1948,1,0,0.6,0.5,0,0,0,1,0.2,0.71,0,0,0,0.25,0,0,0,0,1,0,0,0,1,0,0.5,0,0,1,"1","3","3","3","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","2","1","2","1","2","1","1","1","2","1","1","1","2","1",45,1799,1,0,0,"1","4","3","1","1","1",2,15.48
"1295",1.5,14,14,0,1,0,0,1,0,1,14,0,0,1,1,0,3.5,3.5,0,0,0,"4","1","2","5","3","1","1","1","2","1","1","3","1","1","1","1","3","2","1","1","1","1","1",4,250,70,1,1989,1,0,1,0,0,0,0.2,0.71,0,1,0,0,0,0,0,0,0.33,0,0.5,0,0,0,1,0,0,0,0,2,"1","3","3","3","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1",57,1799,1,0,0,"2","5","6","1","1","1",4,19.1
"1296",7,14,14,0,0,0,1,1,1,0,14,0,1,3.5,7,1,3.5,3.5,3.5,1,0,"1","3","2","1","3","1","1","2","2","1","1","3","1","2","1","1","2","3","1","1","1","1","2",4,250,80,2,1967,1,1,0.75,0.2,0.08,0,0,1,0,0.86,0,0,0,0,0,0,0.2,0,0,0,0,0,0.5,0.4,0,0,0,2,"2","2","3","1","2","1","1","1","2","2","1","1","2","1","1","1","1","1","1","1","1","2","2","2","1","2","1","1","2","1","1","1","1","1","1",46,2349,1,0,0,"2","6","5","6","1","1",1,39.96
"1297",3.5,10.5,14,3.5,7,0,0,1,3.5,0,3.5,0,14,1,3.5,0,1,1,7,0,0,"1","4","2","5","2","2","1","1","3","1","1","3","1","1","2","2","3","1","1","1","1","1","1",9,270,120,1,1961,1,2,0.13,0.33,0.57,0.25,0,0.71,0,0.7,0,0,0,0.25,0,0,0,0,0,0.4,0,0,0.5,0.57,0,0,0,1,"2","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","1","2","2","2","2","1","1","2","2","1","1","1","2","1",77,4249,2,0,0,"2","9","4","4","3","3",1,2.99
"1298",1.5,14,8,4.5,3.5,7,0,3.5,0,14,0,0,0,0,7,0,0,3.5,0,0,0,"1","3","2","5","3","1","2","1","1","1","1","3","1","1","2","2","2","1","1","1","1","1","2",6,250,150,1,1989,0,2,1,0,0,0,0,0.5,0,0.75,0,0.14,0,0,0,0.25,0.8,0,0,0,0,0,0.17,0,0,0,0,1,"2","1","3","1","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","2","1",52,4249,2,0,0,"2","4","3","2","1","3",4,11.96
"1299",1.5,24.5,14,0,7,0,1,3.5,0,7,0,0,0,3.5,7,0,1,1,0,0,0,"4","2","2","5","3","1","2","1","2","1","1","3","1","1","1","2","3","1","4","1","1","1","2",4,250,130,2,1989,1,0,1,0,0,0,0,1,0,0.75,0,0,0,0.2,0,0,0,0,1,0,0,0,0.25,0.75,0,0,0,1,"1","1","3","3","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1",42,1299,2,0,0,"2","4","6","1","1","2",4,17.28
"1300",7,0,14,0,4.5,1,1,3.5,3.5,0,14,0,0,1,3.5,3.5,3.5,7,3.5,1,0,"1","1","2","5","3","1","1","1","2","1","1","3","2","2","1","2","3","5","1","1","1","1","1",2,300,54,2,1914,1,0,1,0,0,0,0.25,1,0,0.33,0,0,0,0.83,0,0,0,0,0.67,0,0,0,0.2,0.25,0,0,0,2,"1","3","3","1","2","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","2","1","2","1","2",54,2899,2,0,0,"2","3","5","4","3","3",1,21.15
"1301",3.5,14,0,0,4,0,1,3.5,0,7,1,0,0,3.5,3.5,1,3.5,3.5,0,1,0,"4","1","2","5","3","2","2","1","2","2","2","2","1","1","2","1","3","4","2","2","2","1","1",5,240,140,3,2002,1,0,1,0,0,0,0.8,0.2,0,0.43,0,0,0,0.57,0.17,0,0,0,0.6,0,0,0,1,0,0.6,0,0,1,"1","3","3","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","2","1","2","1","2",41,4249,2,0,0,"2","4","4","1","1","3",1,56.74
"1302",7,14,14,0.5,0,0,1,1,1,14,14,1,0,3.5,7,3.5,0,3.5,1,0,0,"4","1","2","5","3","1","1","2","2","1","1","3","1","1","1","1","1","4","5","1","1","1","1",3,250,87,3,1981,1,2,0.89,0,0.11,0,0.2,0,0.17,0.44,0,0,0,0.29,0.2,0,0,0,0.83,0.22,0,0,0.17,0.6,0,0,0,1,"2","2","2","2","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","2",40,1299,3,0,0,"2","1","5","1","1","3",1,21.98
